emg,gesture
;18;-28;;21;-12;-18;;-4;;;7;;;6;;18;-28;;21;-12;-18;;-4;;;7;;;6;;18;-28;;21;-12;-18;;-4;;;7;;;6;;18;-28;;21;-12;-18;;-4;;;7;;;6;;18;-28;;21;-12;-18;;-4;;;7;;;6;;18;-28;;21;-12;-18;;-4;;;7;;;6;;18;-28;;21;-12;-18;;-4;;;7;;;6;;18;-28;;21;-12;-18;;-4;;;7;;;6,1
;;2;-25;-10;;;1;;;7;;-2;;-1;-23;;;2;-25;-10;;;1;;;7;;-2;;-1;-23;;;2;-25;-10;;;1;;;7;;-2;;-1;-23;;;2;-25;-10;;;1;;;7;;-2;;-1;-23;;;2;-25;-10;;;1;;;7;;-2;;-1;-23;;;2;-25;-10;;;1;;;7;;-2;;-1;-23;;;2;-25;-10;;;1;;;7;;-2;;-1;-23;;;2;-25;-10;;;1;;;7;;-2;;-1;-23,1
;;9;;30;;;4;-32;-13;-16;;;0;;27;;;9;;30;;;4;-32;-13;-16;;;0;;27;;;9;;30;;;4;-32;-13;-16;;;0;;27;;;9;;30;;;4;-32;-13;-16;;;0;;27;;;9;;30;;;4;-32;-13;-16;;;0;;27;;;9;;30;;;4;-32;-13;-16;;;0;;27;;;9;;30;;;4;-32;-13;-16;;;0;;27;;;9;;30;;;4;-32;-13;-16;;;0;;27,1
;-3;;;4;;23;;37;;;6;;;8;;-4;-34;;-3;;;4;;23;;37;;;6;;;8;;-4;-34;;-3;;;4;;23;;37;;;6;;;8;;-4;-34;;-3;;;4;;23;;37;;;6;;;8;;-4;-34;;-3;;;4;;23;;37;;;6;;;8;;-4;-34;;-3;;;4;;23;;37;;;6;;;8;;-4;-34;;-3;;;4;;23;;37;;;6;;;8;;-4;-34;;-3;;;4;;23;;37;;;6;;;8;;-4;-34,1
;-1;;-7;-12;;41;;20;;;6;;18;;-5;;-1;;-7;-12;;41;;20;;;6;;18;;-5;;-1;;-7;-12;;41;;20;;;6;;18;;-5;;-1;;-7;-12;;41;;20;;;6;;18;;-5;;-1;;-7;-12;;41;;20;;;6;;18;;-5;;-1;;-7;-12;;41;;20;;;6;;18;;-5;;-1;;-7;-12;;41;;20;;;6;;18;;-5;;-1;;-7;-12;;41;;20;;;6;;18;;-5,1
;-7;;;2;;;9;-35;;;6;;;0;;-5;;13;;-7;;;2;;;9;-35;;;6;;;0;;-5;;13;;-7;;;2;;;9;-35;;;6;;;0;;-5;;13;;-7;;;2;;;9;-35;;;6;;;0;;-5;;13;;-7;;;2;;;9;-35;;;6;;;0;;-5;;13;;-7;;;2;;;9;-35;;;6;;;0;;-5;;13;;-7;;;2;;;9;-35;;;6;;;0;;-5;;13;;-7;;;2;;;9;-35;;;6;;;0;;-5;;13,1
;11;;;8;;;1;;16;;;5;;-4;-11;;-1;;11;;;8;;;1;;16;;;5;;-4;-11;;-1;;11;;;8;;;1;;16;;;5;;-4;-11;;-1;;11;;;8;;;1;;16;;;5;;-4;-11;;-1;;11;;;8;;;1;;16;;;5;;-4;-11;;-1;;11;;;8;;;1;;16;;;5;;-4;-11;;-1;;11;;;8;;;1;;16;;;5;;-4;-11;;-1;;11;;;8;;;1;;16;;;5;;-4;-11;;-1,1
;18;-13;-15;-10;-11;;;8;;;0;;64;;18;-13;-15;-10;-11;;;8;;;0;;64;;18;-13;-15;-10;-11;;;8;;;0;;64;;18;-13;-15;-10;-11;;;8;;;0;;64;;18;-13;-15;-10;-11;;;8;;;0;;64;;18;-13;-15;-10;-11;;;8;;;0;;64;;18;-13;-15;-10;-11;;;8;;;0;;64;;18;-13;-15;-10;-11;;;8;;;0;;64,1
-22;;55;;16;;-7;;;4;;-3;-13;-82;-22;;55;;16;;-7;;;4;;-3;-13;-82;-22;;55;;16;;-7;;;4;;-3;-13;-82;-22;;55;;16;;-7;;;4;;-3;-13;-82;-22;;55;;16;;-7;;;4;;-3;-13;-82;-22;;55;;16;;-7;;;4;;-3;-13;-82;-22;;55;;16;;-7;;;4;;-3;-13;-82;-22;;55;;16;;-7;;;4;;-3;-13;-82,1
-20;;35;;-1;;10;;-7;;;9;;-5;;-2;-20;;35;;-1;;10;;-7;;;9;;-5;;-2;-20;;35;;-1;;10;;-7;;;9;;-5;;-2;-20;;35;;-1;;10;;-7;;;9;;-5;;-2;-20;;35;;-1;;10;;-7;;;9;;-5;;-2;-20;;35;;-1;;10;;-7;;;9;;-5;;-2;-20;;35;;-1;;10;;-7;;;9;;-5;;-2;-20;;35;;-1;;10;;-7;;;9;;-5;;-2,1
;;6;;-1;-26;-19;;-3;-12;;;8;-17;;;6;;-1;-26;-19;;-3;-12;;;8;-17;;;6;;-1;-26;-19;;-3;-12;;;8;-17;;;6;;-1;-26;-19;;-3;-12;;;8;-17;;;6;;-1;-26;-19;;-3;-12;;;8;-17;;;6;;-1;-26;-19;;-3;-12;;;8;-17;;;6;;-1;-26;-19;;-3;-12;;;8;-17;;;6;;-1;-26;-19;;-3;-12;;;8;-17,1
;;0;-16;;;0;;-1;;;9;;;7;;-8;;13;;;0;-16;;;0;;-1;;;9;;;7;;-8;;13;;;0;-16;;;0;;-1;;;9;;;7;;-8;;13;;;0;-16;;;0;;-1;;;9;;;7;;-8;;13;;;0;-16;;;0;;-1;;;9;;;7;;-8;;13;;;0;-16;;;0;;-1;;;9;;;7;;-8;;13;;;0;-16;;;0;;-1;;;9;;;7;;-8;;13;;;0;-16;;;0;;-1;;;9;;;7;;-8;;13,1
;20;;;0;;25;;21;;11;;;9;;-3;-30;;20;;;0;;25;;21;;11;;;9;;-3;-30;;20;;;0;;25;;21;;11;;;9;;-3;-30;;20;;;0;;25;;21;;11;;;9;;-3;-30;;20;;;0;;25;;21;;11;;;9;;-3;-30;;20;;;0;;25;;21;;11;;;9;;-3;-30;;20;;;0;;25;;21;;11;;;9;;-3;-30;;20;;;0;;25;;21;;11;;;9;;-3;-30,1
-17;;29;;;3;-17;;-6;;-8;;-2;;33;-17;;29;;;3;-17;;-6;;-8;;-2;;33;-17;;29;;;3;-17;;-6;;-8;;-2;;33;-17;;29;;;3;-17;;-6;;-8;;-2;;33;-17;;29;;;3;-17;;-6;;-8;;-2;;33;-17;;29;;;3;-17;;-6;;-8;;-2;;33;-17;;29;;;3;-17;;-6;;-8;;-2;;33;-17;;29;;;3;-17;;-6;;-8;;-2;;33,1
;8;32;;7;;9;-6;-3;10;14;;8;32;;7;;9;-6;-3;10;14;;8;32;;7;;9;-6;-3;10;14;;8;32;;7;;9;-6;-3;10;14;;8;32;;7;;9;-6;-3;10;14;;8;32;;7;;9;-6;-3;10;14;;8;32;;7;;9;-6;-3;10;14;;8;32;;7;;9;-6;-3;10;14,1
;-1;-18;;;5;;14;;;5;;13;;15;;;7;;-1;-18;;;5;;14;;;5;;13;;15;;;7;;-1;-18;;;5;;14;;;5;;13;;15;;;7;;-1;-18;;;5;;14;;;5;;13;;15;;;7;;-1;-18;;;5;;14;;;5;;13;;15;;;7;;-1;-18;;;5;;14;;;5;;13;;15;;;7;;-1;-18;;;5;;14;;;5;;13;;15;;;7;;-1;-18;;;5;;14;;;5;;13;;15;;;7,1
-19;;18;-47;-40;-12;-21;-13;;;5;-19;;18;-47;-40;-12;-21;-13;;;5;-19;;18;-47;-40;-12;-21;-13;;;5;-19;;18;-47;-40;-12;-21;-13;;;5;-19;;18;-47;-40;-12;-21;-13;;;5;-19;;18;-47;-40;-12;-21;-13;;;5;-19;;18;-47;-40;-12;-21;-13;;;5;-19;;18;-47;-40;-12;-21;-13;;;5,1
;;0;-17;;;2;-10;-11;;;9;-20;-14;;;0;-17;;;2;-10;-11;;;9;-20;-14;;;0;-17;;;2;-10;-11;;;9;-20;-14;;;0;-17;;;2;-10;-11;;;9;-20;-14;;;0;-17;;;2;-10;-11;;;9;-20;-14;;;0;-17;;;2;-10;-11;;;9;-20;-14;;;0;-17;;;2;-10;-11;;;9;-20;-14;;;0;-17;;;2;-10;-11;;;9;-20;-14,1
;;4;;;7;-22;;-8;;;9;;-5;-26;-33;;;4;;;7;-22;;-8;;;9;;-5;-26;-33;;;4;;;7;-22;;-8;;;9;;-5;-26;-33;;;4;;;7;-22;;-8;;;9;;-5;-26;-33;;;4;;;7;-22;;-8;;;9;;-5;-26;-33;;;4;;;7;-22;;-8;;;9;;-5;-26;-33;;;4;;;7;-22;;-8;;;9;;-5;-26;-33;;;4;;;7;-22;;-8;;;9;;-5;-26;-33,1
;;2;;26;;10;-13;-15;;21;;33;;52;;;2;;26;;10;-13;-15;;21;;33;;52;;;2;;26;;10;-13;-15;;21;;33;;52;;;2;;26;;10;-13;-15;;21;;33;;52;;;2;;26;;10;-13;-15;;21;;33;;52;;;2;;26;;10;-13;-15;;21;;33;;52;;;2;;26;;10;-13;-15;;21;;33;;52;;;2;;26;;10;-13;-15;;21;;33;;52,1
;11;;-9;;-7;-32;;;3;-29;-30;-32;;11;;-9;;-7;-32;;;3;-29;-30;-32;;11;;-9;;-7;-32;;;3;-29;-30;-32;;11;;-9;;-7;-32;;;3;-29;-30;-32;;11;;-9;;-7;-32;;;3;-29;-30;-32;;11;;-9;;-7;-32;;;3;-29;-30;-32;;11;;-9;;-7;-32;;;3;-29;-30;-32;;11;;-9;;-7;-32;;;3;-29;-30;-32,1
;6;12;;7;11;10;;7;25;33;;6;12;;7;11;10;;7;25;33;;6;12;;7;11;10;;7;25;33;;6;12;;7;11;10;;7;25;33;;6;12;;7;11;10;;7;25;33;;6;12;;7;11;10;;7;25;33;;6;12;;7;11;10;;7;25;33;;6;12;;7;11;10;;7;25;33,1
;27;;;7;;15;;29;-10;;;5;;33;;-6;;27;;;7;;15;;29;-10;;;5;;33;;-6;;27;;;7;;15;;29;-10;;;5;;33;;-6;;27;;;7;;15;;29;-10;;;5;;33;;-6;;27;;;7;;15;;29;-10;;;5;;33;;-6;;27;;;7;;15;;29;-10;;;5;;33;;-6;;27;;;7;;15;;29;-10;;;5;;33;;-6;;27;;;7;;15;;29;-10;;;5;;33;;-6,1
;;3;;;8;;;3;-21;-20;;;6;-11;-10;;;3;;;8;;;3;-21;-20;;;6;-11;-10;;;3;;;8;;;3;-21;-20;;;6;-11;-10;;;3;;;8;;;3;-21;-20;;;6;-11;-10;;;3;;;8;;;3;-21;-20;;;6;-11;-10;;;3;;;8;;;3;-21;-20;;;6;-11;-10;;;3;;;8;;;3;-21;-20;;;6;-11;-10;;;3;;;8;;;3;-21;-20;;;6;-11;-10,1
-14;-34;;-5;-14;;-5;;-6;;10;-19;-14;-34;;-5;-14;;-5;;-6;;10;-19;-14;-34;;-5;-14;;-5;;-6;;10;-19;-14;-34;;-5;-14;;-5;;-6;;10;-19;-14;-34;;-5;-14;;-5;;-6;;10;-19;-14;-34;;-5;-14;;-5;;-6;;10;-19;-14;-34;;-5;-14;;-5;;-6;;10;-19;-14;-34;;-5;-14;;-5;;-6;;10;-19,1
;16;-17;-15;;-3;;;4;;13;;22;;88;;16;-17;-15;;-3;;;4;;13;;22;;88;;16;-17;-15;;-3;;;4;;13;;22;;88;;16;-17;-15;;-3;;;4;;13;;22;;88;;16;-17;-15;;-3;;;4;;13;;22;;88;;16;-17;-15;;-3;;;4;;13;;22;;88;;16;-17;-15;;-3;;;4;;13;;22;;88;;16;-17;-15;;-3;;;4;;13;;22;;88,1
;-9;-11;;-2;;-2;;;3;-42;-51;-78;;-9;-11;;-2;;-2;;;3;-42;-51;-78;;-9;-11;;-2;;-2;;;3;-42;-51;-78;;-9;-11;;-2;;-2;;;3;-42;-51;-78;;-9;-11;;-2;;-2;;;3;-42;-51;-78;;-9;-11;;-2;;-2;;;3;-42;-51;-78;;-9;-11;;-2;;-2;;;3;-42;-51;-78;;-9;-11;;-2;;-2;;;3;-42;-51;-78,1
-13;-25;-24;-17;-14;;;1;-10;-21;-13;-25;-24;-17;-14;;;1;-10;-21;-13;-25;-24;-17;-14;;;1;-10;-21;-13;-25;-24;-17;-14;;;1;-10;-21;-13;-25;-24;-17;-14;;;1;-10;-21;-13;-25;-24;-17;-14;;;1;-10;-21;-13;-25;-24;-17;-14;;;1;-10;-21;-13;-25;-24;-17;-14;;;1;-10;-21,1
;;1;;27;;;4;-27;-17;;;7;;;4;;-3;;;1;;27;;;4;-27;-17;;;7;;;4;;-3;;;1;;27;;;4;-27;-17;;;7;;;4;;-3;;;1;;27;;;4;-27;-17;;;7;;;4;;-3;;;1;;27;;;4;-27;-17;;;7;;;4;;-3;;;1;;27;;;4;-27;-17;;;7;;;4;;-3;;;1;;27;;;4;-27;-17;;;7;;;4;;-3;;;1;;27;;;4;-27;-17;;;7;;;4;;-3,1
;9;-3;;4;45;10;14;11;14;;9;-3;;4;45;10;14;11;14;;9;-3;;4;45;10;14;11;14;;9;-3;;4;45;10;14;11;14;;9;-3;;4;45;10;14;11;14;;9;-3;;4;45;10;14;11;14;;9;-3;;4;45;10;14;11;14;;9;-3;;4;45;10;14;11;14,1
11;;4;14;;8;19;-4;26;10;11;;4;14;;8;19;-4;26;10;11;;4;14;;8;19;-4;26;10;11;;4;14;;8;19;-4;26;10;11;;4;14;;8;19;-4;26;10;11;;4;14;;8;19;-4;26;10;11;;4;14;;8;19;-4;26;10;11;;4;14;;8;19;-4;26;10,1
;;3;;;0;;;7;;33;;33;;;7;-16;-13;;;3;;;0;;;7;;33;;33;;;7;-16;-13;;;3;;;0;;;7;;33;;33;;;7;-16;-13;;;3;;;0;;;7;;33;;33;;;7;-16;-13;;;3;;;0;;;7;;33;;33;;;7;-16;-13;;;3;;;0;;;7;;33;;33;;;7;-16;-13;;;3;;;0;;;7;;33;;33;;;7;-16;-13;;;3;;;0;;;7;;33;;33;;;7;-16;-13,1
-21;;12;-31;-40;-17;-23;-16;-16;-21;;12;-31;-40;-17;-23;-16;-16;-21;;12;-31;-40;-17;-23;-16;-16;-21;;12;-31;-40;-17;-23;-16;-16;-21;;12;-31;-40;-17;-23;-16;-16;-21;;12;-31;-40;-17;-23;-16;-16;-21;;12;-31;-40;-17;-23;-16;-16;-21;;12;-31;-40;-17;-23;-16;-16,1
;-3;-54;-28;-59;-46;-10;-10;-19;;-3;-54;-28;-59;-46;-10;-10;-19;;-3;-54;-28;-59;-46;-10;-10;-19;;-3;-54;-28;-59;-46;-10;-10;-19;;-3;-54;-28;-59;-46;-10;-10;-19;;-3;-54;-28;-59;-46;-10;-10;-19;;-3;-54;-28;-59;-46;-10;-10;-19;;-3;-54;-28;-59;-46;-10;-10;-19,1
15;-5;38;63;34;14;22;37;15;-5;38;63;34;14;22;37;15;-5;38;63;34;14;22;37;15;-5;38;63;34;14;22;37;15;-5;38;63;34;14;22;37;15;-5;38;63;34;14;22;37;15;-5;38;63;34;14;22;37;15;-5;38;63;34;14;22;37,1
;;1;;;9;;;0;;31;;-8;-11;;;1;;-8;;;1;;;9;;;0;;31;;-8;-11;;;1;;-8;;;1;;;9;;;0;;31;;-8;-11;;;1;;-8;;;1;;;9;;;0;;31;;-8;-11;;;1;;-8;;;1;;;9;;;0;;31;;-8;-11;;;1;;-8;;;1;;;9;;;0;;31;;-8;-11;;;1;;-8;;;1;;;9;;;0;;31;;-8;-11;;;1;;-8;;;1;;;9;;;0;;31;;-8;-11;;;1;;-8,1
;-1;;22;;-1;-13;;;6;;13;;-3;;22;;-1;;22;;-1;-13;;;6;;13;;-3;;22;;-1;;22;;-1;-13;;;6;;13;;-3;;22;;-1;;22;;-1;-13;;;6;;13;;-3;;22;;-1;;22;;-1;-13;;;6;;13;;-3;;22;;-1;;22;;-1;-13;;;6;;13;;-3;;22;;-1;;22;;-1;-13;;;6;;13;;-3;;22;;-1;;22;;-1;-13;;;6;;13;;-3;;22,1
;27;;;4;;-1;-12;-12;;10;-19;;;8;;27;;;4;;-1;-12;-12;;10;-19;;;8;;27;;;4;;-1;-12;-12;;10;-19;;;8;;27;;;4;;-1;-12;-12;;10;-19;;;8;;27;;;4;;-1;-12;-12;;10;-19;;;8;;27;;;4;;-1;-12;-12;;10;-19;;;8;;27;;;4;;-1;-12;-12;;10;-19;;;8;;27;;;4;;-1;-12;-12;;10;-19;;;8,1
-26;-37;-22;-41;-14;-22;;11;-14;-26;-37;-22;-41;-14;-22;;11;-14;-26;-37;-22;-41;-14;-22;;11;-14;-26;-37;-22;-41;-14;-22;;11;-14;-26;-37;-22;-41;-14;-22;;11;-14;-26;-37;-22;-41;-14;-22;;11;-14;-26;-37;-22;-41;-14;-22;;11;-14;-26;-37;-22;-41;-14;-22;;11;-14,1
;25;-17;;;8;;;6;;;3;;;3;;-4;;;6;;25;-17;;;8;;;6;;;3;;;3;;-4;;;6;;25;-17;;;8;;;6;;;3;;;3;;-4;;;6;;25;-17;;;8;;;6;;;3;;;3;;-4;;;6;;25;-17;;;8;;;6;;;3;;;3;;-4;;;6;;25;-17;;;8;;;6;;;3;;;3;;-4;;;6;;25;-17;;;8;;;6;;;3;;;3;;-4;;;6;;25;-17;;;8;;;6;;;3;;;3;;-4;;;6,1
;2;;6;-4;33;;5;20;19;18;;2;;6;-4;33;;5;20;19;18;;2;;6;-4;33;;5;20;19;18;;2;;6;-4;33;;5;20;19;18;;2;;6;-4;33;;5;20;19;18;;2;;6;-4;33;;5;20;19;18;;2;;6;-4;33;;5;20;19;18;;2;;6;-4;33;;5;20;19;18,1
;-4;-18;;;0;;-5;;;3;;-8;-35;-20;;-4;-18;;;0;;-5;;;3;;-8;-35;-20;;-4;-18;;;0;;-5;;;3;;-8;-35;-20;;-4;-18;;;0;;-5;;;3;;-8;-35;-20;;-4;-18;;;0;;-5;;;3;;-8;-35;-20;;-4;-18;;;0;;-5;;;3;;-8;-35;-20;;-4;-18;;;0;;-5;;;3;;-8;-35;-20;;-4;-18;;;0;;-5;;;3;;-8;-35;-20,1
;;3;-11;;;3;;-4;;-6;;;2;;;0;-13;;;3;-11;;;3;;-4;;-6;;;2;;;0;-13;;;3;-11;;;3;;-4;;-6;;;2;;;0;-13;;;3;-11;;;3;;-4;;-6;;;2;;;0;-13;;;3;-11;;;3;;-4;;-6;;;2;;;0;-13;;;3;-11;;;3;;-4;;-6;;;2;;;0;-13;;;3;-11;;;3;;-4;;-6;;;2;;;0;-13;;;3;-11;;;3;;-4;;-6;;;2;;;0;-13,1
;;9;;;4;-11;-42;-24;;-3;;;5;;46;;;9;;;4;-11;-42;-24;;-3;;;5;;46;;;9;;;4;-11;-42;-24;;-3;;;5;;46;;;9;;;4;-11;-42;-24;;-3;;;5;;46;;;9;;;4;-11;-42;-24;;-3;;;5;;46;;;9;;;4;-11;-42;-24;;-3;;;5;;46;;;9;;;4;-11;-42;-24;;-3;;;5;;46;;;9;;;4;-11;-42;-24;;-3;;;5;;46,1
;;3;;24;-13;-15;;-2;;;8;;;7;-34;;;3;;24;-13;-15;;-2;;;8;;;7;-34;;;3;;24;-13;-15;;-2;;;8;;;7;-34;;;3;;24;-13;-15;;-2;;;8;;;7;-34;;;3;;24;-13;-15;;-2;;;8;;;7;-34;;;3;;24;-13;-15;;-2;;;8;;;7;-34;;;3;;24;-13;-15;;-2;;;8;;;7;-34;;;3;;24;-13;-15;;-2;;;8;;;7;-34,1
;-8;;21;;32;;64;;26;;-7;-12;;10;;-8;;21;;32;;64;;26;;-7;-12;;10;;-8;;21;;32;;64;;26;;-7;-12;;10;;-8;;21;;32;;64;;26;;-7;-12;;10;;-8;;21;;32;;64;;26;;-7;-12;;10;;-8;;21;;32;;64;;26;;-7;-12;;10;;-8;;21;;32;;64;;26;;-7;-12;;10;;-8;;21;;32;;64;;26;;-7;-12;;10,1
;;5;;;2;-10;;17;;19;;;4;;;1;;;5;;;5;;;2;-10;;17;;19;;;4;;;1;;;5;;;5;;;2;-10;;17;;19;;;4;;;1;;;5;;;5;;;2;-10;;17;;19;;;4;;;1;;;5;;;5;;;2;-10;;17;;19;;;4;;;1;;;5;;;5;;;2;-10;;17;;19;;;4;;;1;;;5;;;5;;;2;-10;;17;;19;;;4;;;1;;;5;;;5;;;2;-10;;17;;19;;;4;;;1;;;5,1
-21;;;4;;;5;;12;;;8;;-3;;;5;;-8;-21;;;4;;;5;;12;;;8;;-3;;;5;;-8;-21;;;4;;;5;;12;;;8;;-3;;;5;;-8;-21;;;4;;;5;;12;;;8;;-3;;;5;;-8;-21;;;4;;;5;;12;;;8;;-3;;;5;;-8;-21;;;4;;;5;;12;;;8;;-3;;;5;;-8;-21;;;4;;;5;;12;;;8;;-3;;;5;;-8;-21;;;4;;;5;;12;;;8;;-3;;;5;;-8,1
;;9;-40;;;6;-31;-26;-15;-22;;20;;;9;-40;;;6;-31;-26;-15;-22;;20;;;9;-40;;;6;-31;-26;-15;-22;;20;;;9;-40;;;6;-31;-26;-15;-22;;20;;;9;-40;;;6;-31;-26;-15;-22;;20;;;9;-40;;;6;-31;-26;-15;-22;;20;;;9;-40;;;6;-31;-26;-15;-22;;20;;;9;-40;;;6;-31;-26;-15;-22;;20,1
-18;-15;-13;-15;-11;;;0;;35;-10;-18;-15;-13;-15;-11;;;0;;35;-10;-18;-15;-13;-15;-11;;;0;;35;-10;-18;-15;-13;-15;-11;;;0;;35;-10;-18;-15;-13;-15;-11;;;0;;35;-10;-18;-15;-13;-15;-11;;;0;;35;-10;-18;-15;-13;-15;-11;;;0;;35;-10;-18;-15;-13;-15;-11;;;0;;35;-10,1
;;1;;24;;-1;;;5;;-9;;;1;-25;-23;;;1;;24;;-1;;;5;;-9;;;1;-25;-23;;;1;;24;;-1;;;5;;-9;;;1;-25;-23;;;1;;24;;-1;;;5;;-9;;;1;-25;-23;;;1;;24;;-1;;;5;;-9;;;1;-25;-23;;;1;;24;;-1;;;5;;-9;;;1;-25;-23;;;1;;24;;-1;;;5;;-9;;;1;-25;-23;;;1;;24;;-1;;;5;;-9;;;1;-25;-23,1
;-9;-16;-21;-24;;;1;-12;;;5;;-6;;-9;-16;-21;-24;;;1;-12;;;5;;-6;;-9;-16;-21;-24;;;1;-12;;;5;;-6;;-9;-16;-21;-24;;;1;-12;;;5;;-6;;-9;-16;-21;-24;;;1;-12;;;5;;-6;;-9;-16;-21;-24;;;1;-12;;;5;;-6;;-9;-16;-21;-24;;;1;-12;;;5;;-6;;-9;-16;-21;-24;;;1;-12;;;5;;-6,1
;;6;;15;;32;;-1;;-9;;;0;-37;;;4;;;6;;15;;32;;-1;;-9;;;0;-37;;;4;;;6;;15;;32;;-1;;-9;;;0;-37;;;4;;;6;;15;;32;;-1;;-9;;;0;-37;;;4;;;6;;15;;32;;-1;;-9;;;0;-37;;;4;;;6;;15;;32;;-1;;-9;;;0;-37;;;4;;;6;;15;;32;;-1;;-9;;;0;-37;;;4;;;6;;15;;32;;-1;;-9;;;0;-37;;;4,1
-43;;18;;;6;;23;;15;;;6;;22;;12;-43;;18;;;6;;23;;15;;;6;;22;;12;-43;;18;;;6;;23;;15;;;6;;22;;12;-43;;18;;;6;;23;;15;;;6;;22;;12;-43;;18;;;6;;23;;15;;;6;;22;;12;-43;;18;;;6;;23;;15;;;6;;22;;12;-43;;18;;;6;;23;;15;;;6;;22;;12;-43;;18;;;6;;23;;15;;;6;;22;;12,1
;-9;;13;;-9;-15;-10;;-6;;-1;-32;;-9;;13;;-9;-15;-10;;-6;;-1;-32;;-9;;13;;-9;-15;-10;;-6;;-1;-32;;-9;;13;;-9;-15;-10;;-6;;-1;-32;;-9;;13;;-9;-15;-10;;-6;;-1;-32;;-9;;13;;-9;-15;-10;;-6;;-1;-32;;-9;;13;;-9;-15;-10;;-6;;-1;-32;;-9;;13;;-9;-15;-10;;-6;;-1;-32,1
15;;0;;9;11;10;-1;;8;;2;15;;0;;9;11;10;-1;;8;;2;15;;0;;9;11;10;-1;;8;;2;15;;0;;9;11;10;-1;;8;;2;15;;0;;9;11;10;-1;;8;;2;15;;0;;9;11;10;-1;;8;;2;15;;0;;9;11;10;-1;;8;;2;15;;0;;9;11;10;-1;;8;;2,1
-10;-13;;20;;38;;24;;15;;14;;;7;-10;-13;;20;;38;;24;;15;;14;;;7;-10;-13;;20;;38;;24;;15;;14;;;7;-10;-13;;20;;38;;24;;15;;14;;;7;-10;-13;;20;;38;;24;;15;;14;;;7;-10;-13;;20;;38;;24;;15;;14;;;7;-10;-13;;20;;38;;24;;15;;14;;;7;-10;-13;;20;;38;;24;;15;;14;;;7,1
;13;;25;-15;-28;-24;;-5;-14;-11;;13;;25;-15;-28;-24;;-5;-14;-11;;13;;25;-15;-28;-24;;-5;-14;-11;;13;;25;-15;-28;-24;;-5;-14;-11;;13;;25;-15;-28;-24;;-5;-14;-11;;13;;25;-15;-28;-24;;-5;-14;-11;;13;;25;-15;-28;-24;;-5;-14;-11;;13;;25;-15;-28;-24;;-5;-14;-11,1
;-3;-46;-19;-24;;-1;;;9;;20;;22;;-3;-46;-19;-24;;-1;;;9;;20;;22;;-3;-46;-19;-24;;-1;;;9;;20;;22;;-3;-46;-19;-24;;-1;;;9;;20;;22;;-3;-46;-19;-24;;-1;;;9;;20;;22;;-3;-46;-19;-24;;-1;;;9;;20;;22;;-3;-46;-19;-24;;-1;;;9;;20;;22;;-3;-46;-19;-24;;-1;;;9;;20;;22,1
-20;;28;;-3;;12;;;2;;;3;-29;-20;-20;;28;;-3;;12;;;2;;;3;-29;-20;-20;;28;;-3;;12;;;2;;;3;-29;-20;-20;;28;;-3;;12;;;2;;;3;-29;-20;-20;;28;;-3;;12;;;2;;;3;-29;-20;-20;;28;;-3;;12;;;2;;;3;-29;-20;-20;;28;;-3;;12;;;2;;;3;-29;-20;-20;;28;;-3;;12;;;2;;;3;-29;-20,1
;-8;-14;-10;;19;;-3;;-1;;16;;23;;-8;-14;-10;;19;;-3;;-1;;16;;23;;-8;-14;-10;;19;;-3;;-1;;16;;23;;-8;-14;-10;;19;;-3;;-1;;16;;23;;-8;-14;-10;;19;;-3;;-1;;16;;23;;-8;-14;-10;;19;;-3;;-1;;16;;23;;-8;-14;-10;;19;;-3;;-1;;16;;23;;-8;-14;-10;;19;;-3;;-1;;16;;23,1
-10;-15;;17;;18;;11;-10;;-5;;-6;-10;-15;;17;;18;;11;-10;;-5;;-6;-10;-15;;17;;18;;11;-10;;-5;;-6;-10;-15;;17;;18;;11;-10;;-5;;-6;-10;-15;;17;;18;;11;-10;;-5;;-6;-10;-15;;17;;18;;11;-10;;-5;;-6;-10;-15;;17;;18;;11;-10;;-5;;-6;-10;-15;;17;;18;;11;-10;;-5;;-6,1
;8;44;;2;-2;;8;16;;8;;5;;8;44;;2;-2;;8;16;;8;;5;;8;44;;2;-2;;8;16;;8;;5;;8;44;;2;-2;;8;16;;8;;5;;8;44;;2;-2;;8;16;;8;;5;;8;44;;2;-2;;8;16;;8;;5;;8;44;;2;-2;;8;16;;8;;5;;8;44;;2;-2;;8;16;;8;;5,1
;;9;-10;;13;-10;;-3;;;2;;-8;;-2;;;9;-10;;13;-10;;-3;;;2;;-8;;-2;;;9;-10;;13;-10;;-3;;;2;;-8;;-2;;;9;-10;;13;-10;;-3;;;2;;-8;;-2;;;9;-10;;13;-10;;-3;;;2;;-8;;-2;;;9;-10;;13;-10;;-3;;;2;;-8;;-2;;;9;-10;;13;-10;;-3;;;2;;-8;;-2;;;9;-10;;13;-10;;-3;;;2;;-8;;-2,1
-20;-48;-30;-11;-10;-24;-22;-59;-20;-48;-30;-11;-10;-24;-22;-59;-20;-48;-30;-11;-10;-24;-22;-59;-20;-48;-30;-11;-10;-24;-22;-59;-20;-48;-30;-11;-10;-24;-22;-59;-20;-48;-30;-11;-10;-24;-22;-59;-20;-48;-30;-11;-10;-24;-22;-59;-20;-48;-30;-11;-10;-24;-22;-59,1
