emg,gesture
;;8;;30;-15;;44;;;8;;;9;;;6;;;7;;;8;;30;-15;;44;;;8;;;9;;;6;;;7;;;8;;30;-15;;44;;;8;;;9;;;6;;;7;;;8;;30;-15;;44;;;8;;;9;;;6;;;7;;;8;;30;-15;;44;;;8;;;9;;;6;;;7;;;8;;30;-15;;44;;;8;;;9;;;6;;;7;;;8;;30;-15;;44;;;8;;;9;;;6;;;7;;;8;;30;-15;;44;;;8;;;9;;;6;;;7,2
-37;-82;-35;-58;-24;;-5;;-3;;-7;-37;-82;-35;-58;-24;;-5;;-3;;-7;-37;-82;-35;-58;-24;;-5;;-3;;-7;-37;-82;-35;-58;-24;;-5;;-3;;-7;-37;-82;-35;-58;-24;;-5;;-3;;-7;-37;-82;-35;-58;-24;;-5;;-3;;-7;-37;-82;-35;-58;-24;;-5;;-3;;-7;-37;-82;-35;-58;-24;;-5;;-3;;-7,2
;-8;-26;;10;;-9;-19;;-3;;;5;;;1;;-8;-26;;10;;-9;-19;;-3;;;5;;;1;;-8;-26;;10;;-9;-19;;-3;;;5;;;1;;-8;-26;;10;;-9;-19;;-3;;;5;;;1;;-8;-26;;10;;-9;-19;;-3;;;5;;;1;;-8;-26;;10;;-9;-19;;-3;;;5;;;1;;-8;-26;;10;;-9;-19;;-3;;;5;;;1;;-8;-26;;10;;-9;-19;;-3;;;5;;;1,2
;-6;;35;;;0;;;3;-12;;-4;;-9;;-4;;-6;;35;;;0;;;3;-12;;-4;;-9;;-4;;-6;;35;;;0;;;3;-12;;-4;;-9;;-4;;-6;;35;;;0;;;3;-12;;-4;;-9;;-4;;-6;;35;;;0;;;3;-12;;-4;;-9;;-4;;-6;;35;;;0;;;3;-12;;-4;;-9;;-4;;-6;;35;;;0;;;3;-12;;-4;;-9;;-4;;-6;;35;;;0;;;3;-12;;-4;;-9;;-4,2
19;44;73;33;18;12;;7;;4;19;44;73;33;18;12;;7;;4;19;44;73;33;18;12;;7;;4;19;44;73;33;18;12;;7;;4;19;44;73;33;18;12;;7;;4;19;44;73;33;18;12;;7;;4;19;44;73;33;18;12;;7;;4;19;44;73;33;18;12;;7;;4,2
;21;;;8;-48;;15;;21;;-4;;;2;;19;;21;;;8;-48;;15;;21;;-4;;;2;;19;;21;;;8;-48;;15;;21;;-4;;;2;;19;;21;;;8;-48;;15;;21;;-4;;;2;;19;;21;;;8;-48;;15;;21;;-4;;;2;;19;;21;;;8;-48;;15;;21;;-4;;;2;;19;;21;;;8;-48;;15;;21;;-4;;;2;;19;;21;;;8;-48;;15;;21;;-4;;;2;;19,2
-11;;-7;;40;;;9;;-7;;-8;;-1;-15;-11;;-7;;40;;;9;;-7;;-8;;-1;-15;-11;;-7;;40;;;9;;-7;;-8;;-1;-15;-11;;-7;;40;;;9;;-7;;-8;;-1;-15;-11;;-7;;40;;;9;;-7;;-8;;-1;-15;-11;;-7;;40;;;9;;-7;;-8;;-1;-15;-11;;-7;;40;;;9;;-7;;-8;;-1;-15;-11;;-7;;40;;;9;;-7;;-8;;-1;-15,2
;;1;;-5;;;7;-10;-11;;;0;;;2;;-1;;;1;;-5;;;7;-10;-11;;;0;;;2;;-1;;;1;;-5;;;7;-10;-11;;;0;;;2;;-1;;;1;;-5;;;7;-10;-11;;;0;;;2;;-1;;;1;;-5;;;7;-10;-11;;;0;;;2;;-1;;;1;;-5;;;7;-10;-11;;;0;;;2;;-1;;;1;;-5;;;7;-10;-11;;;0;;;2;;-1;;;1;;-5;;;7;-10;-11;;;0;;;2;;-1,2
;;1;-13;;38;;;0;;-3;;-2;;;2;;;0;;;1;-13;;38;;;0;;-3;;-2;;;2;;;0;;;1;-13;;38;;;0;;-3;;-2;;;2;;;0;;;1;-13;;38;;;0;;-3;;-2;;;2;;;0;;;1;-13;;38;;;0;;-3;;-2;;;2;;;0;;;1;-13;;38;;;0;;-3;;-2;;;2;;;0;;;1;-13;;38;;;0;;-3;;-2;;;2;;;0;;;1;-13;;38;;;0;;-3;;-2;;;2;;;0,2
;-9;;33;;24;;;7;;-6;;-2;-11;;-5;;-9;;33;;24;;;7;;-6;;-2;-11;;-5;;-9;;33;;24;;;7;;-6;;-2;-11;;-5;;-9;;33;;24;;;7;;-6;;-2;-11;;-5;;-9;;33;;24;;;7;;-6;;-2;-11;;-5;;-9;;33;;24;;;7;;-6;;-2;-11;;-5;;-9;;33;;24;;;7;;-6;;-2;-11;;-5;;-9;;33;;24;;;7;;-6;;-2;-11;;-5,2
-8;;4;-5;;3;;5;;0;;2;;3;-8;;4;-5;;3;;5;;0;;2;;3;-8;;4;-5;;3;;5;;0;;2;;3;-8;;4;-5;;3;;5;;0;;2;;3;-8;;4;-5;;3;;5;;0;;2;;3;-8;;4;-5;;3;;5;;0;;2;;3;-8;;4;-5;;3;;5;;0;;2;;3;-8;;4;-5;;3;;5;;0;;2;;3,2
;;9;-28;;26;;;2;;;1;;;0;;;4;;;2;;;9;-28;;26;;;2;;;1;;;0;;;4;;;2;;;9;-28;;26;;;2;;;1;;;0;;;4;;;2;;;9;-28;;26;;;2;;;1;;;0;;;4;;;2;;;9;-28;;26;;;2;;;1;;;0;;;4;;;2;;;9;-28;;26;;;2;;;1;;;0;;;4;;;2;;;9;-28;;26;;;2;;;1;;;0;;;4;;;2;;;9;-28;;26;;;2;;;1;;;0;;;4;;;2,2
;;5;;38;;33;;-1;-12;;;2;;;3;;;3;;;5;;38;;33;;-1;-12;;;2;;;3;;;3;;;5;;38;;33;;-1;-12;;;2;;;3;;;3;;;5;;38;;33;;-1;-12;;;2;;;3;;;3;;;5;;38;;33;;-1;-12;;;2;;;3;;;3;;;5;;38;;33;;-1;-12;;;2;;;3;;;3;;;5;;38;;33;;-1;-12;;;2;;;3;;;3;;;5;;38;;33;;-1;-12;;;2;;;3;;;3,2
-2;;2;14;10;19;;1;-5;-4;-2;;2;14;10;19;;1;-5;-4;-2;;2;14;10;19;;1;-5;-4;-2;;2;14;10;19;;1;-5;-4;-2;;2;14;10;19;;1;-5;-4;-2;;2;14;10;19;;1;-5;-4;-2;;2;14;10;19;;1;-5;-4;-2;;2;14;10;19;;1;-5;-4,2
14;83;51;17;13;23;;5;11;14;83;51;17;13;23;;5;11;14;83;51;17;13;23;;5;11;14;83;51;17;13;23;;5;11;14;83;51;17;13;23;;5;11;14;83;51;17;13;23;;5;11;14;83;51;17;13;23;;5;11;14;83;51;17;13;23;;5;11,2
-12;-47;-25;-19;;;6;;-8;;;2;;-7;-12;-47;-25;-19;;;6;;-8;;;2;;-7;-12;-47;-25;-19;;;6;;-8;;;2;;-7;-12;-47;-25;-19;;;6;;-8;;;2;;-7;-12;-47;-25;-19;;;6;;-8;;;2;;-7;-12;-47;-25;-19;;;6;;-8;;;2;;-7;-12;-47;-25;-19;;;6;;-8;;;2;;-7;-12;-47;-25;-19;;;6;;-8;;;2;;-7,2
;;1;;39;;-1;-18;;-8;;-4;;;3;;12;;;1;;39;;-1;-18;;-8;;-4;;;3;;12;;;1;;39;;-1;-18;;-8;;-4;;;3;;12;;;1;;39;;-1;-18;;-8;;-4;;;3;;12;;;1;;39;;-1;-18;;-8;;-4;;;3;;12;;;1;;39;;-1;-18;;-8;;-4;;;3;;12;;;1;;39;;-1;-18;;-8;;-4;;;3;;12;;;1;;39;;-1;-18;;-8;;-4;;;3;;12,2
;;2;;24;;-8;-24;-36;-16;;-7;-17;;;2;;24;;-8;-24;-36;-16;;-7;-17;;;2;;24;;-8;-24;-36;-16;;-7;-17;;;2;;24;;-8;-24;-36;-16;;-7;-17;;;2;;24;;-8;-24;-36;-16;;-7;-17;;;2;;24;;-8;-24;-36;-16;;-7;-17;;;2;;24;;-8;-24;-36;-16;;-7;-17;;;2;;24;;-8;-24;-36;-16;;-7;-17,2
;;5;;-9;-11;;;4;;;8;;;3;;;5;;;5;;;5;;-9;-11;;;4;;;8;;;3;;;5;;;5;;;5;;-9;-11;;;4;;;8;;;3;;;5;;;5;;;5;;-9;-11;;;4;;;8;;;3;;;5;;;5;;;5;;-9;-11;;;4;;;8;;;3;;;5;;;5;;;5;;-9;-11;;;4;;;8;;;3;;;5;;;5;;;5;;-9;-11;;;4;;;8;;;3;;;5;;;5;;;5;;-9;-11;;;4;;;8;;;3;;;5;;;5,2
;-1;-40;-45;;12;;;0;;;3;;;0;;-5;;-1;-40;-45;;12;;;0;;;3;;;0;;-5;;-1;-40;-45;;12;;;0;;;3;;;0;;-5;;-1;-40;-45;;12;;;0;;;3;;;0;;-5;;-1;-40;-45;;12;;;0;;;3;;;0;;-5;;-1;-40;-45;;12;;;0;;;3;;;0;;-5;;-1;-40;-45;;12;;;0;;;3;;;0;;-5;;-1;-40;-45;;12;;;0;;;3;;;0;;-5,2
11;27;79;32;22;;3;;0;;3;11;27;79;32;22;;3;;0;;3;11;27;79;32;22;;3;;0;;3;11;27;79;32;22;;3;;0;;3;11;27;79;32;22;;3;;0;;3;11;27;79;32;22;;3;;0;;3;11;27;79;32;22;;3;;0;;3;11;27;79;32;22;;3;;0;;3,2
-28;-30;-41;-50;-40;-27;-18;-12;-28;-30;-41;-50;-40;-27;-18;-12;-28;-30;-41;-50;-40;-27;-18;-12;-28;-30;-41;-50;-40;-27;-18;-12;-28;-30;-41;-50;-40;-27;-18;-12;-28;-30;-41;-50;-40;-27;-18;-12;-28;-30;-41;-50;-40;-27;-18;-12;-28;-30;-41;-50;-40;-27;-18;-12,2
-11;;29;;-8;;-7;;-4;;10;;11;;-7;-11;;29;;-8;;-7;;-4;;10;;11;;-7;-11;;29;;-8;;-7;;-4;;10;;11;;-7;-11;;29;;-8;;-7;;-4;;10;;11;;-7;-11;;29;;-8;;-7;;-4;;10;;11;;-7;-11;;29;;-8;;-7;;-4;;10;;11;;-7;-11;;29;;-8;;-7;;-4;;10;;11;;-7;-11;;29;;-8;;-7;;-4;;10;;11;;-7,2
12;19;30;17;28;;2;;1;;8;12;19;30;17;28;;2;;1;;8;12;19;30;17;28;;2;;1;;8;12;19;30;17;28;;2;;1;;8;12;19;30;17;28;;2;;1;;8;12;19;30;17;28;;2;;1;;8;12;19;30;17;28;;2;;1;;8;12;19;30;17;28;;2;;1;;8,2
;1;;4;29;14;;2;11;;1;-2;;1;;4;29;14;;2;11;;1;-2;;1;;4;29;14;;2;11;;1;-2;;1;;4;29;14;;2;11;;1;-2;;1;;4;29;14;;2;11;;1;-2;;1;;4;29;14;;2;11;;1;-2;;1;;4;29;14;;2;11;;1;-2;;1;;4;29;14;;2;11;;1;-2,2
11;-5;12;;3;10;;7;;1;;8;11;-5;12;;3;10;;7;;1;;8;11;-5;12;;3;10;;7;;1;;8;11;-5;12;;3;10;;7;;1;;8;11;-5;12;;3;10;;7;;1;;8;11;-5;12;;3;10;;7;;1;;8;11;-5;12;;3;10;;7;;1;;8;11;-5;12;;3;10;;7;;1;;8,2
;-6;-49;-26;;-3;;13;-19;-13;-10;;-6;-49;-26;;-3;;13;-19;-13;-10;;-6;-49;-26;;-3;;13;-19;-13;-10;;-6;-49;-26;;-3;;13;-19;-13;-10;;-6;-49;-26;;-3;;13;-19;-13;-10;;-6;-49;-26;;-3;;13;-19;-13;-10;;-6;-49;-26;;-3;;13;-19;-13;-10;;-6;-49;-26;;-3;;13;-19;-13;-10,2
-14;-63;-15;;10;-25;;;1;;;3;;-6;-14;-63;-15;;10;-25;;;1;;;3;;-6;-14;-63;-15;;10;-25;;;1;;;3;;-6;-14;-63;-15;;10;-25;;;1;;;3;;-6;-14;-63;-15;;10;-25;;;1;;;3;;-6;-14;-63;-15;;10;-25;;;1;;;3;;-6;-14;-63;-15;;10;-25;;;1;;;3;;-6;-14;-63;-15;;10;-25;;;1;;;3;;-6,2
;9;40;;6;25;33;11;;7;;5;;9;40;;6;25;33;11;;7;;5;;9;40;;6;25;33;11;;7;;5;;9;40;;6;25;33;11;;7;;5;;9;40;;6;25;33;11;;7;;5;;9;40;;6;25;33;11;;7;;5;;9;40;;6;25;33;11;;7;;5;;9;40;;6;25;33;11;;7;;5,2
;;6;;21;-23;;;1;;;1;;;7;;;3;;;7;;;6;;21;-23;;;1;;;1;;;7;;;3;;;7;;;6;;21;-23;;;1;;;1;;;7;;;3;;;7;;;6;;21;-23;;;1;;;1;;;7;;;3;;;7;;;6;;21;-23;;;1;;;1;;;7;;;3;;;7;;;6;;21;-23;;;1;;;1;;;7;;;3;;;7;;;6;;21;-23;;;1;;;1;;;7;;;3;;;7;;;6;;21;-23;;;1;;;1;;;7;;;3;;;7,2
;14;;19;-31;-17;;-9;;-2;;-5;;;3;;14;;19;-31;-17;;-9;;-2;;-5;;;3;;14;;19;-31;-17;;-9;;-2;;-5;;;3;;14;;19;-31;-17;;-9;;-2;;-5;;;3;;14;;19;-31;-17;;-9;;-2;;-5;;;3;;14;;19;-31;-17;;-9;;-2;;-5;;;3;;14;;19;-31;-17;;-9;;-2;;-5;;;3;;14;;19;-31;-17;;-9;;-2;;-5;;;3,2
;-7;-13;-18;-12;-13;-17;;-6;;-3;;-7;-13;-18;-12;-13;-17;;-6;;-3;;-7;-13;-18;-12;-13;-17;;-6;;-3;;-7;-13;-18;-12;-13;-17;;-6;;-3;;-7;-13;-18;-12;-13;-17;;-6;;-3;;-7;-13;-18;-12;-13;-17;;-6;;-3;;-7;-13;-18;-12;-13;-17;;-6;;-3;;-7;-13;-18;-12;-13;-17;;-6;;-3,2
12;46;14;-2;-5;-2;-7;-2;12;46;14;-2;-5;-2;-7;-2;12;46;14;-2;-5;-2;-7;-2;12;46;14;-2;-5;-2;-7;-2;12;46;14;-2;-5;-2;-7;-2;12;46;14;-2;-5;-2;-7;-2;12;46;14;-2;-5;-2;-7;-2;12;46;14;-2;-5;-2;-7;-2,2
19;20;;1;35;28;18;14;18;19;20;;1;35;28;18;14;18;19;20;;1;35;28;18;14;18;19;20;;1;35;28;18;14;18;19;20;;1;35;28;18;14;18;19;20;;1;35;28;18;14;18;19;20;;1;35;28;18;14;18;19;20;;1;35;28;18;14;18,2
-13;;;3;;;0;;-3;;;6;;-2;;-1;;-8;-13;;;3;;;0;;-3;;;6;;-2;;-1;;-8;-13;;;3;;;0;;-3;;;6;;-2;;-1;;-8;-13;;;3;;;0;;-3;;;6;;-2;;-1;;-8;-13;;;3;;;0;;-3;;;6;;-2;;-1;;-8;-13;;;3;;;0;;-3;;;6;;-2;;-1;;-8;-13;;;3;;;0;;-3;;;6;;-2;;-1;;-8;-13;;;3;;;0;;-3;;;6;;-2;;-1;;-8,2
;6;35;21;;4;-1;;1;-1;;1;;6;35;21;;4;-1;;1;-1;;1;;6;35;21;;4;-1;;1;-1;;1;;6;35;21;;4;-1;;1;-1;;1;;6;35;21;;4;-1;;1;-1;;1;;6;35;21;;4;-1;;1;-1;;1;;6;35;21;;4;-1;;1;-1;;1;;6;35;21;;4;-1;;1;-1;;1,2
;-7;-11;-14;-22;-24;-11;;;3;;-5;;-7;-11;-14;-22;-24;-11;;;3;;-5;;-7;-11;-14;-22;-24;-11;;;3;;-5;;-7;-11;-14;-22;-24;-11;;;3;;-5;;-7;-11;-14;-22;-24;-11;;;3;;-5;;-7;-11;-14;-22;-24;-11;;;3;;-5;;-7;-11;-14;-22;-24;-11;;;3;;-5;;-7;-11;-14;-22;-24;-11;;;3;;-5,2
-10;-21;-10;;-9;;-4;;;6;;-4;;-2;-10;-21;-10;;-9;;-4;;;6;;-4;;-2;-10;-21;-10;;-9;;-4;;;6;;-4;;-2;-10;-21;-10;;-9;;-4;;;6;;-4;;-2;-10;-21;-10;;-9;;-4;;;6;;-4;;-2;-10;-21;-10;;-9;;-4;;;6;;-4;;-2;-10;-21;-10;;-9;;-4;;;6;;-4;;-2;-10;-21;-10;;-9;;-4;;;6;;-4;;-2,2
;;6;;-2;-11;;14;;10;;-7;-11;;;1;;;6;;-2;-11;;14;;10;;-7;-11;;;1;;;6;;-2;-11;;14;;10;;-7;-11;;;1;;;6;;-2;-11;;14;;10;;-7;-11;;;1;;;6;;-2;-11;;14;;10;;-7;-11;;;1;;;6;;-2;-11;;14;;10;;-7;-11;;;1;;;6;;-2;-11;;14;;10;;-7;-11;;;1;;;6;;-2;-11;;14;;10;;-7;-11;;;1,2
-10;;19;;41;;;0;;;2;;;7;;;2;;-1;-10;;19;;41;;;0;;;2;;;7;;;2;;-1;-10;;19;;41;;;0;;;2;;;7;;;2;;-1;-10;;19;;41;;;0;;;2;;;7;;;2;;-1;-10;;19;;41;;;0;;;2;;;7;;;2;;-1;-10;;19;;41;;;0;;;2;;;7;;;2;;-1;-10;;19;;41;;;0;;;2;;;7;;;2;;-1;-10;;19;;41;;;0;;;2;;;7;;;2;;-1,2
-15;-22;-74;-33;;;4;;-5;;-2;;-3;-15;-22;-74;-33;;;4;;-5;;-2;;-3;-15;-22;-74;-33;;;4;;-5;;-2;;-3;-15;-22;-74;-33;;;4;;-5;;-2;;-3;-15;-22;-74;-33;;;4;;-5;;-2;;-3;-15;-22;-74;-33;;;4;;-5;;-2;;-3;-15;-22;-74;-33;;;4;;-5;;-2;;-3;-15;-22;-74;-33;;;4;;-5;;-2;;-3,2
16;32;17;19;;3;-5;;4;22;16;32;17;19;;3;-5;;4;22;16;32;17;19;;3;-5;;4;22;16;32;17;19;;3;-5;;4;22;16;32;17;19;;3;-5;;4;22;16;32;17;19;;3;-5;;4;22;16;32;17;19;;3;-5;;4;22;16;32;17;19;;3;-5;;4;22,2
;;5;;;4;;31;;-5;-10;;13;;;1;-26;;;5;;;4;;31;;-5;-10;;13;;;1;-26;;;5;;;4;;31;;-5;-10;;13;;;1;-26;;;5;;;4;;31;;-5;-10;;13;;;1;-26;;;5;;;4;;31;;-5;-10;;13;;;1;-26;;;5;;;4;;31;;-5;-10;;13;;;1;-26;;;5;;;4;;31;;-5;-10;;13;;;1;-26;;;5;;;4;;31;;-5;-10;;13;;;1;-26,2
;-7;-16;-34;;;2;;-5;;-3;;;3;;-2;;-7;-16;-34;;;2;;-5;;-3;;;3;;-2;;-7;-16;-34;;;2;;-5;;-3;;;3;;-2;;-7;-16;-34;;;2;;-5;;-3;;;3;;-2;;-7;-16;-34;;;2;;-5;;-3;;;3;;-2;;-7;-16;-34;;;2;;-5;;-3;;;3;;-2;;-7;-16;-34;;;2;;-5;;-3;;;3;;-2;;-7;-16;-34;;;2;;-5;;-3;;;3;;-2,2
-7;;4;;1;11;-2;-8;-4;-2;-7;;4;;1;11;-2;-8;-4;-2;-7;;4;;1;11;-2;-8;-4;-2;-7;;4;;1;11;-2;-8;-4;-2;-7;;4;;1;11;-2;-8;-4;-2;-7;;4;;1;11;-2;-8;-4;-2;-7;;4;;1;11;-2;-8;-4;-2;-7;;4;;1;11;-2;-8;-4;-2,2
;;6;-11;-19;;;7;;;5;;;9;;;4;;;8;;;6;-11;-19;;;7;;;5;;;9;;;4;;;8;;;6;-11;-19;;;7;;;5;;;9;;;4;;;8;;;6;-11;-19;;;7;;;5;;;9;;;4;;;8;;;6;-11;-19;;;7;;;5;;;9;;;4;;;8;;;6;-11;-19;;;7;;;5;;;9;;;4;;;8;;;6;-11;-19;;;7;;;5;;;9;;;4;;;8;;;6;-11;-19;;;7;;;5;;;9;;;4;;;8,2
;-5;-24;-22;;-7;;-9;-10;;;0;;;5;;-5;-24;-22;;-7;;-9;-10;;;0;;;5;;-5;-24;-22;;-7;;-9;-10;;;0;;;5;;-5;-24;-22;;-7;;-9;-10;;;0;;;5;;-5;-24;-22;;-7;;-9;-10;;;0;;;5;;-5;-24;-22;;-7;;-9;-10;;;0;;;5;;-5;-24;-22;;-7;;-9;-10;;;0;;;5;;-5;-24;-22;;-7;;-9;-10;;;0;;;5,2
-12;;10;-19;-12;-14;-13;-13;-11;-12;;10;-19;-12;-14;-13;-13;-11;-12;;10;-19;-12;-14;-13;-13;-11;-12;;10;-19;-12;-14;-13;-13;-11;-12;;10;-19;-12;-14;-13;-13;-11;-12;;10;-19;-12;-14;-13;-13;-11;-12;;10;-19;-12;-14;-13;-13;-11;-12;;10;-19;-12;-14;-13;-13;-11,2
-16;-43;;;4;;;4;;;1;;;3;;-3;-13;-16;-43;;;4;;;4;;;1;;;3;;-3;-13;-16;-43;;;4;;;4;;;1;;;3;;-3;-13;-16;-43;;;4;;;4;;;1;;;3;;-3;-13;-16;-43;;;4;;;4;;;1;;;3;;-3;-13;-16;-43;;;4;;;4;;;1;;;3;;-3;-13;-16;-43;;;4;;;4;;;1;;;3;;-3;-13;-16;-43;;;4;;;4;;;1;;;3;;-3;-13,2
;;4;;;3;-16;;14;;22;;;7;;;8;;;4;;;4;;;3;-16;;14;;22;;;7;;;8;;;4;;;4;;;3;-16;;14;;22;;;7;;;8;;;4;;;4;;;3;-16;;14;;22;;;7;;;8;;;4;;;4;;;3;-16;;14;;22;;;7;;;8;;;4;;;4;;;3;-16;;14;;22;;;7;;;8;;;4;;;4;;;3;-16;;14;;22;;;7;;;8;;;4;;;4;;;3;-16;;14;;22;;;7;;;8;;;4,2
;;5;;18;;11;;15;-11;;-4;;;4;;;8;;;5;;18;;11;;15;-11;;-4;;;4;;;8;;;5;;18;;11;;15;-11;;-4;;;4;;;8;;;5;;18;;11;;15;-11;;-4;;;4;;;8;;;5;;18;;11;;15;-11;;-4;;;4;;;8;;;5;;18;;11;;15;-11;;-4;;;4;;;8;;;5;;18;;11;;15;-11;;-4;;;4;;;8;;;5;;18;;11;;15;-11;;-4;;;4;;;8,2
-14;-43;;;4;-20;-10;;-7;-11;-11;-14;-43;;;4;-20;-10;;-7;-11;-11;-14;-43;;;4;-20;-10;;-7;-11;-11;-14;-43;;;4;-20;-10;;-7;-11;-11;-14;-43;;;4;-20;-10;;-7;-11;-11;-14;-43;;;4;-20;-10;;-7;-11;-11;-14;-43;;;4;-20;-10;;-7;-11;-11;-14;-43;;;4;-20;-10;;-7;-11;-11,2
;-7;-20;;-7;;;6;;;0;;-1;;-5;;;1;;-7;-20;;-7;;;6;;;0;;-1;;-5;;;1;;-7;-20;;-7;;;6;;;0;;-1;;-5;;;1;;-7;-20;;-7;;;6;;;0;;-1;;-5;;;1;;-7;-20;;-7;;;6;;;0;;-1;;-5;;;1;;-7;-20;;-7;;;6;;;0;;-1;;-5;;;1;;-7;-20;;-7;;;6;;;0;;-1;;-5;;;1;;-7;-20;;-7;;;6;;;0;;-1;;-5;;;1,2
;-1;-16;;;3;;11;-13;;-3;;-4;-10;;-1;-16;;;3;;11;-13;;-3;;-4;-10;;-1;-16;;;3;;11;-13;;-3;;-4;-10;;-1;-16;;;3;;11;-13;;-3;;-4;-10;;-1;-16;;;3;;11;-13;;-3;;-4;-10;;-1;-16;;;3;;11;-13;;-3;;-4;-10;;-1;-16;;;3;;11;-13;;-3;;-4;-10;;-1;-16;;;3;;11;-13;;-3;;-4;-10,2
;-3;-31;;14;-31;;14;;;6;;;6;;;4;;-3;-31;;14;-31;;14;;;6;;;6;;;4;;-3;-31;;14;-31;;14;;;6;;;6;;;4;;-3;-31;;14;-31;;14;;;6;;;6;;;4;;-3;-31;;14;-31;;14;;;6;;;6;;;4;;-3;-31;;14;-31;;14;;;6;;;6;;;4;;-3;-31;;14;-31;;14;;;6;;;6;;;4;;-3;-31;;14;-31;;14;;;6;;;6;;;4,2
;;0;;22;-22;;16;;14;;-4;;-1;;13;;;0;;22;-22;;16;;14;;-4;;-1;;13;;;0;;22;-22;;16;;14;;-4;;-1;;13;;;0;;22;-22;;16;;14;;-4;;-1;;13;;;0;;22;-22;;16;;14;;-4;;-1;;13;;;0;;22;-22;;16;;14;;-4;;-1;;13;;;0;;22;-22;;16;;14;;-4;;-1;;13;;;0;;22;-22;;16;;14;;-4;;-1;;13,2
;-2;;-5;-15;;-9;-16;;-1;;;1;-16;;-2;;-5;-15;;-9;-16;;-1;;;1;-16;;-2;;-5;-15;;-9;-16;;-1;;;1;-16;;-2;;-5;-15;;-9;-16;;-1;;;1;-16;;-2;;-5;-15;;-9;-16;;-1;;;1;-16;;-2;;-5;-15;;-9;-16;;-1;;;1;-16;;-2;;-5;-15;;-9;-16;;-1;;;1;-16;;-2;;-5;-15;;-9;-16;;-1;;;1;-16,2
;5;25;59;10;;3;;4;;6;;0;;5;25;59;10;;3;;4;;6;;0;;5;25;59;10;;3;;4;;6;;0;;5;25;59;10;;3;;4;;6;;0;;5;25;59;10;;3;;4;;6;;0;;5;25;59;10;;3;;4;;6;;0;;5;25;59;10;;3;;4;;6;;0;;5;25;59;10;;3;;4;;6;;0,2
;-4;;10;-20;-17;-14;;;2;;-5;;;1;;-4;;10;-20;-17;-14;;;2;;-5;;;1;;-4;;10;-20;-17;-14;;;2;;-5;;;1;;-4;;10;-20;-17;-14;;;2;;-5;;;1;;-4;;10;-20;-17;-14;;;2;;-5;;;1;;-4;;10;-20;-17;-14;;;2;;-5;;;1;;-4;;10;-20;-17;-14;;;2;;-5;;;1;;-4;;10;-20;-17;-14;;;2;;-5;;;1,2
;;4;-27;;-3;;;1;;-5;-10;;-9;;14;;;4;-27;;-3;;;1;;-5;-10;;-9;;14;;;4;-27;;-3;;;1;;-5;-10;;-9;;14;;;4;-27;;-3;;;1;;-5;-10;;-9;;14;;;4;-27;;-3;;;1;;-5;-10;;-9;;14;;;4;-27;;-3;;;1;;-5;-10;;-9;;14;;;4;-27;;-3;;;1;;-5;-10;;-9;;14;;;4;-27;;-3;;;1;;-5;-10;;-9;;14,2
;-7;;;4;-31;-35;;-3;;-7;;-1;;-1;;-7;;;4;-31;-35;;-3;;-7;;-1;;-1;;-7;;;4;-31;-35;;-3;;-7;;-1;;-1;;-7;;;4;-31;-35;;-3;;-7;;-1;;-1;;-7;;;4;-31;-35;;-3;;-7;;-1;;-1;;-7;;;4;-31;-35;;-3;;-7;;-1;;-1;;-7;;;4;-31;-35;;-3;;-7;;-1;;-1;;-7;;;4;-31;-35;;-3;;-7;;-1;;-1,2
-15;;-9;;;9;;-9;-14;;-2;;-3;-24;-15;;-9;;;9;;-9;-14;;-2;;-3;-24;-15;;-9;;;9;;-9;-14;;-2;;-3;-24;-15;;-9;;;9;;-9;-14;;-2;;-3;-24;-15;;-9;;;9;;-9;-14;;-2;;-3;-24;-15;;-9;;;9;;-9;-14;;-2;;-3;-24;-15;;-9;;;9;;-9;-14;;-2;;-3;-24;-15;;-9;;;9;;-9;-14;;-2;;-3;-24,2
;;4;-13;-37;;17;;;4;;-1;;-4;;;5;;;4;-13;-37;;17;;;4;;-1;;-4;;;5;;;4;-13;-37;;17;;;4;;-1;;-4;;;5;;;4;-13;-37;;17;;;4;;-1;;-4;;;5;;;4;-13;-37;;17;;;4;;-1;;-4;;;5;;;4;-13;-37;;17;;;4;;-1;;-4;;;5;;;4;-13;-37;;17;;;4;;-1;;-4;;;5;;;4;-13;-37;;17;;;4;;-1;;-4;;;5,2
;;1;-10;-29;-23;-20;;-9;;-1;;;0;;;1;-10;-29;-23;-20;;-9;;-1;;;0;;;1;-10;-29;-23;-20;;-9;;-1;;;0;;;1;-10;-29;-23;-20;;-9;;-1;;;0;;;1;-10;-29;-23;-20;;-9;;-1;;;0;;;1;-10;-29;-23;-20;;-9;;-1;;;0;;;1;-10;-29;-23;-20;;-9;;-1;;;0;;;1;-10;-29;-23;-20;;-9;;-1;;;0,2
;;3;-12;;;9;;;6;;13;;;4;;;2;;;6;;;3;-12;;;9;;;6;;13;;;4;;;2;;;6;;;3;-12;;;9;;;6;;13;;;4;;;2;;;6;;;3;-12;;;9;;;6;;13;;;4;;;2;;;6;;;3;-12;;;9;;;6;;13;;;4;;;2;;;6;;;3;-12;;;9;;;6;;13;;;4;;;2;;;6;;;3;-12;;;9;;;6;;13;;;4;;;2;;;6;;;3;-12;;;9;;;6;;13;;;4;;;2;;;6,2
