emg,gesture
-18;;46;;;2;;11;;17;;;8;-14;;88;-18;;46;;;2;;11;;17;;;8;-14;;88;-18;;46;;;2;;11;;17;;;8;-14;;88;-18;;46;;;2;;11;;17;;;8;-14;;88;-18;;46;;;2;;11;;17;;;8;-14;;88;-18;;46;;;2;;11;;17;;;8;-14;;88;-18;;46;;;2;;11;;17;;;8;-14;;88;-18;;46;;;2;;11;;17;;;8;-14;;88,3
;24;;;7;;-3;;-3;;-2;;-4;-49;-16;;24;;;7;;-3;;-3;;-2;;-4;-49;-16;;24;;;7;;-3;;-3;;-2;;-4;-49;-16;;24;;;7;;-3;;-3;;-2;;-4;-49;-16;;24;;;7;;-3;;-3;;-2;;-4;-49;-16;;24;;;7;;-3;;-3;;-2;;-4;-49;-16;;24;;;7;;-3;;-3;;-2;;-4;-49;-16;;24;;;7;;-3;;-3;;-2;;-4;-49;-16,3
18;;2;-4;-1;-5;;2;69;;9;18;;2;-4;-1;-5;;2;69;;9;18;;2;-4;-1;-5;;2;69;;9;18;;2;-4;-1;-5;;2;69;;9;18;;2;-4;-1;-5;;2;69;;9;18;;2;-4;-1;-5;;2;69;;9;18;;2;-4;-1;-5;;2;69;;9;18;;2;-4;-1;-5;;2;69;;9,3
-32;;;4;;-1;;-1;;;1;;-3;-38;;-1;-32;;;4;;-1;;-1;;;1;;-3;-38;;-1;-32;;;4;;-1;;-1;;;1;;-3;-38;;-1;-32;;;4;;-1;;-1;;;1;;-3;-38;;-1;-32;;;4;;-1;;-1;;;1;;-3;-38;;-1;-32;;;4;;-1;;-1;;;1;;-3;-38;;-1;-32;;;4;;-1;;-1;;;1;;-3;-38;;-1;-32;;;4;;-1;;-1;;;1;;-3;-38;;-1,3
;;7;-17;;;7;;-1;;-6;;;9;-18;;12;;;7;-17;;;7;;-1;;-6;;;9;-18;;12;;;7;-17;;;7;;-1;;-6;;;9;-18;;12;;;7;-17;;;7;;-1;;-6;;;9;-18;;12;;;7;-17;;;7;;-1;;-6;;;9;-18;;12;;;7;-17;;;7;;-1;;-6;;;9;-18;;12;;;7;-17;;;7;;-1;;-6;;;9;-18;;12;;;7;-17;;;7;;-1;;-6;;;9;-18;;12,3
;36;;-6;;;2;;-4;;;0;;-5;-12;;;9;;36;;-6;;;2;;-4;;;0;;-5;-12;;;9;;36;;-6;;;2;;-4;;;0;;-5;-12;;;9;;36;;-6;;;2;;-4;;;0;;-5;-12;;;9;;36;;-6;;;2;;-4;;;0;;-5;-12;;;9;;36;;-6;;;2;;-4;;;0;;-5;-12;;;9;;36;;-6;;;2;;-4;;;0;;-5;-12;;;9;;36;;-6;;;2;;-4;;;0;;-5;-12;;;9,3
48;36;;3;;2;;2;11;-6;25;48;36;;3;;2;;2;11;-6;25;48;36;;3;;2;;2;11;-6;25;48;36;;3;;2;;2;11;-6;25;48;36;;3;;2;;2;11;-6;25;48;36;;3;;2;;2;11;-6;25;48;36;;3;;2;;2;11;-6;25;48;36;;3;;2;;2;11;-6;25,3
42;-5;-4;-1;;3;;7;19;16;42;-5;-4;-1;;3;;7;19;16;42;-5;-4;-1;;3;;7;19;16;42;-5;-4;-1;;3;;7;19;16;42;-5;-4;-1;;3;;7;19;16;42;-5;-4;-1;;3;;7;19;16;42;-5;-4;-1;;3;;7;19;16;42;-5;-4;-1;;3;;7;19;16,3
-24;;-2;;;2;;;0;;-2;;-4;;23;-10;-24;;-2;;;2;;;0;;-2;;-4;;23;-10;-24;;-2;;;2;;;0;;-2;;-4;;23;-10;-24;;-2;;;2;;;0;;-2;;-4;;23;-10;-24;;-2;;;2;;;0;;-2;;-4;;23;-10;-24;;-2;;;2;;;0;;-2;;-4;;23;-10;-24;;-2;;;2;;;0;;-2;;-4;;23;-10;-24;;-2;;;2;;;0;;-2;;-4;;23;-10,3
-22;;-2;;-6;;;2;;;8;;-2;-16;;32;-22;;-2;;-6;;;2;;;8;;-2;-16;;32;-22;;-2;;-6;;;2;;;8;;-2;-16;;32;-22;;-2;;-6;;;2;;;8;;-2;-16;;32;-22;;-2;;-6;;;2;;;8;;-2;-16;;32;-22;;-2;;-6;;;2;;;8;;-2;-16;;32;-22;;-2;;-6;;;2;;;8;;-2;-16;;32;-22;;-2;;-6;;;2;;;8;;-2;-16;;32,3
-17;-23;-10;;-5;-12;;-6;-21;-49;-17;-23;-10;;-5;-12;;-6;-21;-49;-17;-23;-10;;-5;-12;;-6;-21;-49;-17;-23;-10;;-5;-12;;-6;-21;-49;-17;-23;-10;;-5;-12;;-6;-21;-49;-17;-23;-10;;-5;-12;;-6;-21;-49;-17;-23;-10;;-5;-12;;-6;-21;-49;-17;-23;-10;;-5;-12;;-6;-21;-49,3
;-5;-14;;-6;;-8;;-6;;-5;-15;-24;;-5;-14;;-6;;-8;;-6;;-5;-15;-24;;-5;-14;;-6;;-8;;-6;;-5;-15;-24;;-5;-14;;-6;;-8;;-6;;-5;-15;-24;;-5;-14;;-6;;-8;;-6;;-5;-15;-24;;-5;-14;;-6;;-8;;-6;;-5;-15;-24;;-5;-14;;-6;;-8;;-6;;-5;-15;-24;;-5;-14;;-6;;-8;;-6;;-5;-15;-24,3
-2;-7;;2;;4;;7;-4;;2;;4;-2;-7;;2;;4;;7;-4;;2;;4;-2;-7;;2;;4;;7;-4;;2;;4;-2;-7;;2;;4;;7;-4;;2;;4;-2;-7;;2;;4;;7;-4;;2;;4;-2;-7;;2;;4;;7;-4;;2;;4;-2;-7;;2;;4;;7;-4;;2;;4;-2;-7;;2;;4;;7;-4;;2;;4,3
-33;-14;;-8;;-4;-10;-17;-61;-44;-33;-14;;-8;;-4;-10;-17;-61;-44;-33;-14;;-8;;-4;-10;-17;-61;-44;-33;-14;;-8;;-4;-10;-17;-61;-44;-33;-14;;-8;;-4;-10;-17;-61;-44;-33;-14;;-8;;-4;-10;-17;-61;-44;-33;-14;;-8;;-4;-10;-17;-61;-44;-33;-14;;-8;;-4;-10;-17;-61;-44,3
-16;;;4;;;6;;-2;;-6;;;3;;52;-33;-16;;;4;;;6;;-2;;-6;;;3;;52;-33;-16;;;4;;;6;;-2;;-6;;;3;;52;-33;-16;;;4;;;6;;-2;;-6;;;3;;52;-33;-16;;;4;;;6;;-2;;-6;;;3;;52;-33;-16;;;4;;;6;;-2;;-6;;;3;;52;-33;-16;;;4;;;6;;-2;;-6;;;3;;52;-33;-16;;;4;;;6;;-2;;-6;;;3;;52;-33,3
-8;;5;;3;;6;;3;;3;-6;34;-8;;5;;3;;6;;3;;3;-6;34;-8;;5;;3;;6;;3;;3;-6;34;-8;;5;;3;;6;;3;;3;-6;34;-8;;5;;3;;6;;3;;3;-6;34;-8;;5;;3;;6;;3;;3;-6;34;-8;;5;;3;;6;;3;;3;-6;34;-8;;5;;3;;6;;3;;3;-6;34,3
;;6;;-2;;;1;;-2;;-3;;-2;;;9;-24;;;6;;-2;;;1;;-2;;-3;;-2;;;9;-24;;;6;;-2;;;1;;-2;;-3;;-2;;;9;-24;;;6;;-2;;;1;;-2;;-3;;-2;;;9;-24;;;6;;-2;;;1;;-2;;-3;;-2;;;9;-24;;;6;;-2;;;1;;-2;;-3;;-2;;;9;-24;;;6;;-2;;;1;;-2;;-3;;-2;;;9;-24;;;6;;-2;;;1;;-2;;-3;;-2;;;9;-24,3
-19;;;2;;;0;;-5;;-3;;-9;-18;-22;-19;;;2;;;0;;-5;;-3;;-9;-18;-22;-19;;;2;;;0;;-5;;-3;;-9;-18;-22;-19;;;2;;;0;;-5;;-3;;-9;-18;-22;-19;;;2;;;0;;-5;;-3;;-9;-18;-22;-19;;;2;;;0;;-5;;-3;;-9;-18;-22;-19;;;2;;;0;;-5;;-3;;-9;-18;-22;-19;;;2;;;0;;-5;;-3;;-9;-18;-22,3
;20;;-9;;-1;;-4;;;0;;;1;-12;;48;;20;;-9;;-1;;-4;;;0;;;1;-12;;48;;20;;-9;;-1;;-4;;;0;;;1;-12;;48;;20;;-9;;-1;;-4;;;0;;;1;-12;;48;;20;;-9;;-1;;-4;;;0;;;1;-12;;48;;20;;-9;;-1;;-4;;;0;;;1;-12;;48;;20;;-9;;-1;;-4;;;0;;;1;-12;;48;;20;;-9;;-1;;-4;;;0;;;1;-12;;48,3
-16;;-1;;;2;;;0;;-3;;;6;;57;-12;-16;;-1;;;2;;;0;;-3;;;6;;57;-12;-16;;-1;;;2;;;0;;-3;;;6;;57;-12;-16;;-1;;;2;;;0;;-3;;;6;;57;-12;-16;;-1;;;2;;;0;;-3;;;6;;57;-12;-16;;-1;;;2;;;0;;-3;;;6;;57;-12;-16;;-1;;;2;;;0;;-3;;;6;;57;-12;-16;;-1;;;2;;;0;;-3;;;6;;57;-12,3
;4;17;;2;;0;-6;-4;11;-6;;4;17;;2;;0;-6;-4;11;-6;;4;17;;2;;0;-6;-4;11;-6;;4;17;;2;;0;-6;-4;11;-6;;4;17;;2;;0;-6;-4;11;-6;;4;17;;2;;0;-6;-4;11;-6;;4;17;;2;;0;-6;-4;11;-6;;4;17;;2;;0;-6;-4;11;-6,3
;53;-15;;;3;;;5;;;6;;;1;-11;;-6;;53;-15;;;3;;;5;;;6;;;1;-11;;-6;;53;-15;;;3;;;5;;;6;;;1;-11;;-6;;53;-15;;;3;;;5;;;6;;;1;-11;;-6;;53;-15;;;3;;;5;;;6;;;1;-11;;-6;;53;-15;;;3;;;5;;;6;;;1;-11;;-6;;53;-15;;;3;;;5;;;6;;;1;-11;;-6;;53;-15;;;3;;;5;;;6;;;1;-11;;-6,3
;-2;;-2;;-3;;;3;;;2;;;3;-22;;18;;-2;;-2;;-3;;;3;;;2;;;3;-22;;18;;-2;;-2;;-3;;;3;;;2;;;3;-22;;18;;-2;;-2;;-3;;;3;;;2;;;3;-22;;18;;-2;;-2;;-3;;;3;;;2;;;3;-22;;18;;-2;;-2;;-3;;;3;;;2;;;3;-22;;18;;-2;;-2;;-3;;;3;;;2;;;3;-22;;18;;-2;;-2;;-3;;;3;;;2;;;3;-22;;18,3
;-1;;;1;;;2;;-3;;-3;;;0;-11;;26;;-1;;;1;;;2;;-3;;-3;;;0;-11;;26;;-1;;;1;;;2;;-3;;-3;;;0;-11;;26;;-1;;;1;;;2;;-3;;-3;;;0;-11;;26;;-1;;;1;;;2;;-3;;-3;;;0;-11;;26;;-1;;;1;;;2;;-3;;-3;;;0;-11;;26;;-1;;;1;;;2;;-3;;-3;;;0;-11;;26;;-1;;;1;;;2;;-3;;-3;;;0;-11;;26,3
-14;;16;;-5;;-1;;;2;;;7;;-1;-37;-14;;16;;-5;;-1;;;2;;;7;;-1;-37;-14;;16;;-5;;-1;;;2;;;7;;-1;-37;-14;;16;;-5;;-1;;;2;;;7;;-1;-37;-14;;16;;-5;;-1;;;2;;;7;;-1;-37;-14;;16;;-5;;-1;;;2;;;7;;-1;-37;-14;;16;;-5;;-1;;;2;;;7;;-1;-37;-14;;16;;-5;;-1;;;2;;;7;;-1;-37,3
-15;;;0;;-4;;-5;;-8;;-1;;16;;-3;-15;;;0;;-4;;-5;;-8;;-1;;16;;-3;-15;;;0;;-4;;-5;;-8;;-1;;16;;-3;-15;;;0;;-4;;-5;;-8;;-1;;16;;-3;-15;;;0;;-4;;-5;;-8;;-1;;16;;-3;-15;;;0;;-4;;-5;;-8;;-1;;16;;-3;-15;;;0;;-4;;-5;;-8;;-1;;16;;-3;-15;;;0;;-4;;-5;;-8;;-1;;16;;-3,3
-25;;;2;;-3;;;0;;10;;-4;-24;;19;-25;;;2;;-3;;;0;;10;;-4;-24;;19;-25;;;2;;-3;;;0;;10;;-4;-24;;19;-25;;;2;;-3;;;0;;10;;-4;-24;;19;-25;;;2;;-3;;;0;;10;;-4;-24;;19;-25;;;2;;-3;;;0;;10;;-4;-24;;19;-25;;;2;;-3;;;0;;10;;-4;-24;;19;-25;;;2;;-3;;;0;;10;;-4;-24;;19,3
;10;-17;-10;;;5;;;8;;;1;;17;;11;;10;-17;-10;;;5;;;8;;;1;;17;;11;;10;-17;-10;;;5;;;8;;;1;;17;;11;;10;-17;-10;;;5;;;8;;;1;;17;;11;;10;-17;-10;;;5;;;8;;;1;;17;;11;;10;-17;-10;;;5;;;8;;;1;;17;;11;;10;-17;-10;;;5;;;8;;;1;;17;;11;;10;-17;-10;;;5;;;8;;;1;;17;;11,3
-13;-19;;;3;;-4;;-6;;-8;;-7;-22;-13;-19;;;3;;-4;;-6;;-8;;-7;-22;-13;-19;;;3;;-4;;-6;;-8;;-7;-22;-13;-19;;;3;;-4;;-6;;-8;;-7;-22;-13;-19;;;3;;-4;;-6;;-8;;-7;-22;-13;-19;;;3;;-4;;-6;;-8;;-7;-22;-13;-19;;;3;;-4;;-6;;-8;;-7;-22;-13;-19;;;3;;-4;;-6;;-8;;-7;-22,3
15;10;;4;;5;;6;;9;;8;55;15;10;;4;;5;;6;;9;;8;55;15;10;;4;;5;;6;;9;;8;55;15;10;;4;;5;;6;;9;;8;55;15;10;;4;;5;;6;;9;;8;55;15;10;;4;;5;;6;;9;;8;55;15;10;;4;;5;;6;;9;;8;55;15;10;;4;;5;;6;;9;;8;55,3
;-1;;-3;;-4;;;0;;;8;;;2;;28;-27;;-1;;-3;;-4;;;0;;;8;;;2;;28;-27;;-1;;-3;;-4;;;0;;;8;;;2;;28;-27;;-1;;-3;;-4;;;0;;;8;;;2;;28;-27;;-1;;-3;;-4;;;0;;;8;;;2;;28;-27;;-1;;-3;;-4;;;0;;;8;;;2;;28;-27;;-1;;-3;;-4;;;0;;;8;;;2;;28;-27;;-1;;-3;;-4;;;0;;;8;;;2;;28;-27,3
-20;-24;;-1;;;2;;-8;;-5;;;9;;28;-20;-24;;-1;;;2;;-8;;-5;;;9;;28;-20;-24;;-1;;;2;;-8;;-5;;;9;;28;-20;-24;;-1;;;2;;-8;;-5;;;9;;28;-20;-24;;-1;;;2;;-8;;-5;;;9;;28;-20;-24;;-1;;;2;;-8;;-5;;;9;;28;-20;-24;;-1;;;2;;-8;;-5;;;9;;28;-20;-24;;-1;;;2;;-8;;-5;;;9;;28,3
;3;23;;9;;0;;7;-5;36;27;;3;23;;9;;0;;7;-5;36;27;;3;23;;9;;0;;7;-5;36;27;;3;23;;9;;0;;7;-5;36;27;;3;23;;9;;0;;7;-5;36;27;;3;23;;9;;0;;7;-5;36;27;;3;23;;9;;0;;7;-5;36;27;;3;23;;9;;0;;7;-5;36;27,3
;-3;;-2;;;3;;;0;;-9;-11;;-7;;;0;;-3;;-2;;;3;;;0;;-9;-11;;-7;;;0;;-3;;-2;;;3;;;0;;-9;-11;;-7;;;0;;-3;;-2;;;3;;;0;;-9;-11;;-7;;;0;;-3;;-2;;;3;;;0;;-9;-11;;-7;;;0;;-3;;-2;;;3;;;0;;-9;-11;;-7;;;0;;-3;;-2;;;3;;;0;;-9;-11;;-7;;;0;;-3;;-2;;;3;;;0;;-9;-11;;-7;;;0,3
-3;-2;;5;;1;;3;;7;;7;18;-3;-2;;5;;1;;3;;7;;7;18;-3;-2;;5;;1;;3;;7;;7;18;-3;-2;;5;;1;;3;;7;;7;18;-3;-2;;5;;1;;3;;7;;7;18;-3;-2;;5;;1;;3;;7;;7;18;-3;-2;;5;;1;;3;;7;;7;18;-3;-2;;5;;1;;3;;7;;7;18,3
;32;-13;;-1;;;1;;-2;;;1;-10;-29;;32;-13;;-1;;;1;;-2;;;1;-10;-29;;32;-13;;-1;;;1;;-2;;;1;-10;-29;;32;-13;;-1;;;1;;-2;;;1;-10;-29;;32;-13;;-1;;;1;;-2;;;1;-10;-29;;32;-13;;-1;;;1;;-2;;;1;-10;-29;;32;-13;;-1;;;1;;-2;;;1;-10;-29;;32;-13;;-1;;;1;;-2;;;1;-10;-29,3
;;8;;-9;-12;;-7;;-6;;;0;;;0;;;1;;;8;;-9;-12;;-7;;-6;;;0;;;0;;;1;;;8;;-9;-12;;-7;;-6;;;0;;;0;;;1;;;8;;-9;-12;;-7;;-6;;;0;;;0;;;1;;;8;;-9;-12;;-7;;-6;;;0;;;0;;;1;;;8;;-9;-12;;-7;;-6;;;0;;;0;;;1;;;8;;-9;-12;;-7;;-6;;;0;;;0;;;1;;;8;;-9;-12;;-7;;-6;;;0;;;0;;;1,3
-22;;;0;;-3;;;4;;;3;;;0;;14;;;9;-22;;;0;;-3;;;4;;;3;;;0;;14;;;9;-22;;;0;;-3;;;4;;;3;;;0;;14;;;9;-22;;;0;;-3;;;4;;;3;;;0;;14;;;9;-22;;;0;;-3;;;4;;;3;;;0;;14;;;9;-22;;;0;;-3;;;4;;;3;;;0;;14;;;9;-22;;;0;;-3;;;4;;;3;;;0;;14;;;9;-22;;;0;;-3;;;4;;;3;;;0;;14;;;9,3
-9;;9;;9;;4;;3;-5;;2;-5;-9;;9;;9;;4;;3;-5;;2;-5;-9;;9;;9;;4;;3;-5;;2;-5;-9;;9;;9;;4;;3;-5;;2;-5;-9;;9;;9;;4;;3;-5;;2;-5;-9;;9;;9;;4;;3;-5;;2;-5;-9;;9;;9;;4;;3;-5;;2;-5;-9;;9;;9;;4;;3;-5;;2;-5,3
;13;;;9;;;0;;-1;;;2;;;3;-16;;42;;13;;;9;;;0;;-1;;;2;;;3;-16;;42;;13;;;9;;;0;;-1;;;2;;;3;-16;;42;;13;;;9;;;0;;-1;;;2;;;3;-16;;42;;13;;;9;;;0;;-1;;;2;;;3;-16;;42;;13;;;9;;;0;;-1;;;2;;;3;-16;;42;;13;;;9;;;0;;-1;;;2;;;3;-16;;42;;13;;;9;;;0;;-1;;;2;;;3;-16;;42,3
-17;;;2;;-3;;-1;;;0;;;6;;-5;-52;-17;;;2;;-3;;-1;;;0;;;6;;-5;-52;-17;;;2;;-3;;-1;;;0;;;6;;-5;-52;-17;;;2;;-3;;-1;;;0;;;6;;-5;-52;-17;;;2;;-3;;-1;;;0;;;6;;-5;-52;-17;;;2;;-3;;-1;;;0;;;6;;-5;-52;-17;;;2;;-3;;-1;;;0;;;6;;-5;-52;-17;;;2;;-3;;-1;;;0;;;6;;-5;-52,3
;;8;;;1;;;1;;-3;;-6;;-5;-12;;-7;;;8;;;1;;;1;;-3;;-6;;-5;-12;;-7;;;8;;;1;;;1;;-3;;-6;;-5;-12;;-7;;;8;;;1;;;1;;-3;;-6;;-5;-12;;-7;;;8;;;1;;;1;;-3;;-6;;-5;-12;;-7;;;8;;;1;;;1;;-3;;-6;;-5;-12;;-7;;;8;;;1;;;1;;-3;;-6;;-5;-12;;-7;;;8;;;1;;;1;;-3;;-6;;-5;-12;;-7,3
-32;;-5;;-7;;-4;;;1;;;3;;;5;-18;-32;;-5;;-7;;-4;;;1;;;3;;;5;-18;-32;;-5;;-7;;-4;;;1;;;3;;;5;-18;-32;;-5;;-7;;-4;;;1;;;3;;;5;-18;-32;;-5;;-7;;-4;;;1;;;3;;;5;-18;-32;;-5;;-7;;-4;;;1;;;3;;;5;-18;-32;;-5;;-7;;-4;;;1;;;3;;;5;-18;-32;;-5;;-7;;-4;;;1;;;3;;;5;-18,3
19;-1;;1;-2;-9;-8;;8;26;19;-1;;1;-2;-9;-8;;8;26;19;-1;;1;-2;-9;-8;;8;26;19;-1;;1;-2;-9;-8;;8;26;19;-1;;1;-2;-9;-8;;8;26;19;-1;;1;-2;-9;-8;;8;26;19;-1;;1;-2;-9;-8;;8;26;19;-1;;1;-2;-9;-8;;8;26,3
;34;;12;;;1;;;1;;-1;;;5;-14;;10;;34;;12;;;1;;;1;;-1;;;5;-14;;10;;34;;12;;;1;;;1;;-1;;;5;-14;;10;;34;;12;;;1;;;1;;-1;;;5;-14;;10;;34;;12;;;1;;;1;;-1;;;5;-14;;10;;34;;12;;;1;;;1;;-1;;;5;-14;;10;;34;;12;;;1;;;1;;-1;;;5;-14;;10;;34;;12;;;1;;;1;;-1;;;5;-14;;10,3
;-7;-34;;;4;;;1;;;1;;-3;;;7;;22;;-7;-34;;;4;;;1;;;1;;-3;;;7;;22;;-7;-34;;;4;;;1;;;1;;-3;;;7;;22;;-7;-34;;;4;;;1;;;1;;-3;;;7;;22;;-7;-34;;;4;;;1;;;1;;-3;;;7;;22;;-7;-34;;;4;;;1;;;1;;-3;;;7;;22;;-7;-34;;;4;;;1;;;1;;-3;;;7;;22;;-7;-34;;;4;;;1;;;1;;-3;;;7;;22,3
15;;9;-4;;1;;0;;3;;2;65;15;;9;-4;;1;;0;;3;;2;65;15;;9;-4;;1;;0;;3;;2;65;15;;9;-4;;1;;0;;3;;2;65;15;;9;-4;;1;;0;;3;;2;65;15;;9;-4;;1;;0;;3;;2;65;15;;9;-4;;1;;0;;3;;2;65;15;;9;-4;;1;;0;;3;;2;65,3
-51;-20;;-4;;-1;;;2;;;5;;15;;51;-51;-20;;-4;;-1;;;2;;;5;;15;;51;-51;-20;;-4;;-1;;;2;;;5;;15;;51;-51;-20;;-4;;-1;;;2;;;5;;15;;51;-51;-20;;-4;;-1;;;2;;;5;;15;;51;-51;-20;;-4;;-1;;;2;;;5;;15;;51;-51;-20;;-4;;-1;;;2;;;5;;15;;51;-51;-20;;-4;;-1;;;2;;;5;;15;;51,3
-31;;-9;;-3;;-6;;-7;;;2;;;3;;;9;-31;;-9;;-3;;-6;;-7;;;2;;;3;;;9;-31;;-9;;-3;;-6;;-7;;;2;;;3;;;9;-31;;-9;;-3;;-6;;-7;;;2;;;3;;;9;-31;;-9;;-3;;-6;;-7;;;2;;;3;;;9;-31;;-9;;-3;;-6;;-7;;;2;;;3;;;9;-31;;-9;;-3;;-6;;-7;;;2;;;3;;;9;-31;;-9;;-3;;-6;;-7;;;2;;;3;;;9,3
10;-2;;2;;3;-2;-4;;5;-5;10;-2;;2;;3;-2;-4;;5;-5;10;-2;;2;;3;-2;-4;;5;-5;10;-2;;2;;3;-2;-4;;5;-5;10;-2;;2;;3;-2;-4;;5;-5;10;-2;;2;;3;-2;-4;;5;-5;10;-2;;2;;3;-2;-4;;5;-5;10;-2;;2;;3;-2;-4;;5;-5,3
;10;;10;;;3;;;5;;;5;;-1;-24;;57;;10;;10;;;3;;;5;;;5;;-1;-24;;57;;10;;10;;;3;;;5;;;5;;-1;-24;;57;;10;;10;;;3;;;5;;;5;;-1;-24;;57;;10;;10;;;3;;;5;;;5;;-1;-24;;57;;10;;10;;;3;;;5;;;5;;-1;-24;;57;;10;;10;;;3;;;5;;;5;;-1;-24;;57;;10;;10;;;3;;;5;;;5;;-1;-24;;57,3
;21;;14;;;2;;;1;;12;;;3;;11;-11;;21;;14;;;2;;;1;;12;;;3;;11;-11;;21;;14;;;2;;;1;;12;;;3;;11;-11;;21;;14;;;2;;;1;;12;;;3;;11;-11;;21;;14;;;2;;;1;;12;;;3;;11;-11;;21;;14;;;2;;;1;;12;;;3;;11;-11;;21;;14;;;2;;;1;;12;;;3;;11;-11;;21;;14;;;2;;;1;;12;;;3;;11;-11,3
;;0;-12;;-4;;-2;;-9;;-1;-28;;;1;;;0;-12;;-4;;-2;;-9;;-1;-28;;;1;;;0;-12;;-4;;-2;;-9;;-1;-28;;;1;;;0;-12;;-4;;-2;;-9;;-1;-28;;;1;;;0;-12;;-4;;-2;;-9;;-1;-28;;;1;;;0;-12;;-4;;-2;;-9;;-1;-28;;;1;;;0;-12;;-4;;-2;;-9;;-1;-28;;;1;;;0;-12;;-4;;-2;;-9;;-1;-28;;;1,3
-9;;1;-4;-6;-2;-5;71;-3;-9;;1;-4;-6;-2;-5;71;-3;-9;;1;-4;-6;-2;-5;71;-3;-9;;1;-4;-6;-2;-5;71;-3;-9;;1;-4;-6;-2;-5;71;-3;-9;;1;-4;-6;-2;-5;71;-3;-9;;1;-4;-6;-2;-5;71;-3;-9;;1;-4;-6;-2;-5;71;-3,3
20;-2;;3;-3;-6;-7;-7;34;20;-2;;3;-3;-6;-7;-7;34;20;-2;;3;-3;-6;-7;-7;34;20;-2;;3;-3;-6;-7;-7;34;20;-2;;3;-3;-6;-7;-7;34;20;-2;;3;-3;-6;-7;-7;34;20;-2;;3;-3;-6;-7;-7;34;20;-2;;3;-3;-6;-7;-7;34,3
;28;;21;;;3;;;0;;;3;;-1;;-6;-38;;28;;21;;;3;;;0;;;3;;-1;;-6;-38;;28;;21;;;3;;;0;;;3;;-1;;-6;-38;;28;;21;;;3;;;0;;;3;;-1;;-6;-38;;28;;21;;;3;;;0;;;3;;-1;;-6;-38;;28;;21;;;3;;;0;;;3;;-1;;-6;-38;;28;;21;;;3;;;0;;;3;;-1;;-6;-38;;28;;21;;;3;;;0;;;3;;-1;;-6;-38,3
-29;;23;;11;;;2;;-2;;;9;;11;-16;-29;;23;;11;;;2;;-2;;;9;;11;-16;-29;;23;;11;;;2;;-2;;;9;;11;-16;-29;;23;;11;;;2;;-2;;;9;;11;-16;-29;;23;;11;;;2;;-2;;;9;;11;-16;-29;;23;;11;;;2;;-2;;;9;;11;-16;-29;;23;;11;;;2;;-2;;;9;;11;-16;-29;;23;;11;;;2;;-2;;;9;;11;-16,3
-7;;3;-2;-1;;4;-7;;6;32;-7;;3;-2;-1;;4;-7;;6;32;-7;;3;-2;-1;;4;-7;;6;32;-7;;3;-2;-1;;4;-7;;6;32;-7;;3;-2;-1;;4;-7;;6;32;-7;;3;-2;-1;;4;-7;;6;32;-7;;3;-2;-1;;4;-7;;6;32;-7;;3;-2;-1;;4;-7;;6;32,3
;-9;;;2;;-6;;;0;;-6;;-5;;;3;-37;;-9;;;2;;-6;;;0;;-6;;-5;;;3;-37;;-9;;;2;;-6;;;0;;-6;;-5;;;3;-37;;-9;;;2;;-6;;;0;;-6;;-5;;;3;-37;;-9;;;2;;-6;;;0;;-6;;-5;;;3;-37;;-9;;;2;;-6;;;0;;-6;;-5;;;3;-37;;-9;;;2;;-6;;;0;;-6;;-5;;;3;-37;;-9;;;2;;-6;;;0;;-6;;-5;;;3;-37,3
;1;;1;;7;;0;-4;-2;17;;6;;1;;1;;7;;0;-4;-2;17;;6;;1;;1;;7;;0;-4;-2;17;;6;;1;;1;;7;;0;-4;-2;17;;6;;1;;1;;7;;0;-4;-2;17;;6;;1;;1;;7;;0;-4;-2;17;;6;;1;;1;;7;;0;-4;-2;17;;6;;1;;1;;7;;0;-4;-2;17;;6,3
-7;;6;;6;-3;;0;;5;19;17;-7;;6;;6;-3;;0;;5;19;17;-7;;6;;6;-3;;0;;5;19;17;-7;;6;;6;-3;;0;;5;19;17;-7;;6;;6;-3;;0;;5;19;17;-7;;6;;6;-3;;0;;5;19;17;-7;;6;;6;-3;;0;;5;19;17;-7;;6;;6;-3;;0;;5;19;17,3
;;4;-31;-19;;;3;;;8;;;2;-44;100;;;4;-31;-19;;;3;;;8;;;2;-44;100;;;4;-31;-19;;;3;;;8;;;2;-44;100;;;4;-31;-19;;;3;;;8;;;2;-44;100;;;4;-31;-19;;;3;;;8;;;2;-44;100;;;4;-31;-19;;;3;;;8;;;2;-44;100;;;4;-31;-19;;;3;;;8;;;2;-44;100;;;4;-31;-19;;;3;;;8;;;2;-44;100,3
;-6;;;5;;;4;;-3;;-3;;-8;-42;-24;;-6;;;5;;;4;;-3;;-3;;-8;-42;-24;;-6;;;5;;;4;;-3;;-3;;-8;-42;-24;;-6;;;5;;;4;;-3;;-3;;-8;-42;-24;;-6;;;5;;;4;;-3;;-3;;-8;-42;-24;;-6;;;5;;;4;;-3;;-3;;-8;-42;-24;;-6;;;5;;;4;;-3;;-3;;-8;-42;-24;;-6;;;5;;;4;;-3;;-3;;-8;-42;-24,3
24;11;;7;;6;;4;14;41;42;24;11;;7;;6;;4;14;41;42;24;11;;7;;6;;4;14;41;42;24;11;;7;;6;;4;14;41;42;24;11;;7;;6;;4;14;41;42;24;11;;7;;6;;4;14;41;42;24;11;;7;;6;;4;14;41;42;24;11;;7;;6;;4;14;41;42,3
